,ID,AGE GROUP,CHANNEL OF SALE,SALES
4654,937183748,26-35,internet,0
4655,115649431,26-35,internet,1
4656,880965137,26-35,phone,0
4657,807664849,18-25,internet,0
4658,963051268,26-35,internet,1
4659,292047992,46-55,phone,1
4660,308895621,46-55,internet,0
4661,184416007,26-35,internet,1
4662,995062803,36-45,internet,0
4663,802587444,26-35,internet,0
4664,601776511,18-25,phone,0
4665,586363341,18-25,internet,0
4666,510914392,36-45,phone,1
4667,123976815,36-45,phone,0
4668,159131983,36-45,phone,1
4669,138380546,36-45,phone,1
4670,146634377,18-25,internet,0
4671,280172603,26-35,internet,0
4672,616751127,18-25,phone,0
4673,444307419,26-35,internet,1
4674,703538399,26-35,internet,0
4675,597530158,26-35,internet,0
4676,590073609,36-45,phone,0
4677,575904208,36-45,phone,0
4678,502839669,46-55,phone,1
4679,443252894,46-55,phone,1
4680,607722223,36-45,phone,0
4681,448373322,56+,internet,0
4682,897279990,18-25,internet,0
4683,549119381,36-45,internet,1
4684,579143016,56+,phone,0
4685,507199445,56+,phone,1
4686,934628745,26-35,internet,1
4687,921005619,46-55,phone,1
4688,813511029,46-55,phone,0
4689,535717111,36-45,internet,0
4690,773135657,36-45,phone,0
4691,128053026,36-45,internet,1
4692,336924746,56+,phone,1
4693,969030945,56+,phone,1
4694,250560194,46-55,phone,1
4695,636615040,26-35,internet,0
4696,754876952,26-35,internet,0
4697,736563139,18-25,internet,0
4698,168425602,36-45,phone,0
4699,673924896,56+,phone,1
4700,389743250,18-25,internet,0
4701,272924734,56+,phone,1
4702,242147524,46-55,phone,1
4703,610993744,36-45,internet,1
4704,398785508,36-45,phone,0
4705,324689059,56+,phone,0
4706,420250905,26-35,internet,1
4707,664256891,36-45,internet,1
4708,609211284,46-55,phone,1
4709,855730320,46-55,phone,1
4710,728677123,56+,phone,1
4711,139677801,18-25,internet,1
4712,560174798,46-55,phone,1
4713,506402137,26-35,internet,0
4714,674117768,36-45,phone,1
4715,940706127,46-55,internet,1
4716,146100754,26-35,internet,1
4717,195733398,36-45,phone,1
4718,384921386,26-35,internet,0
4719,907023499,36-45,internet,0
4720,437736751,36-45,internet,1
4721,542026788,56+,phone,1
4722,593509078,56+,phone,1
4723,462636616,26-35,phone,1
4724,660179108,36-45,internet,1
4725,677974216,46-55,phone,1
4726,494106807,56+,phone,0
4727,316388630,56+,phone,1
4728,374401402,26-35,internet,0
4729,460501042,18-25,phone,1
4730,195174194,36-45,phone,0
4731,835764878,46-55,phone,0
4732,824364706,36-45,internet,1
4733,325932028,46-55,phone,1
4734,771545486,36-45,phone,0
4735,652510482,18-25,internet,0
4736,429367862,36-45,phone,1
4737,806178684,46-55,phone,0
4738,932390593,18-25,phone,0
4739,967472496,26-35,phone,1
4740,868628097,36-45,phone,0
4741,864546093,46-55,phone,1
4742,205725738,18-25,internet,1
4743,975176208,46-55,internet,0
4744,185514614,26-35,internet,0
4745,859384493,26-35,internet,1
4746,528509449,26-35,internet,0
4747,334772695,18-25,phone,1
4748,924743712,36-45,phone,0
4749,265036376,36-45,internet,0
4750,923187702,56+,phone,0
4751,953880970,36-45,phone,1
4752,374043844,46-55,phone,1
4753,659763928,56+,phone,0
4754,543201994,26-35,internet,0
4755,404042111,46-55,internet,1
4756,224809441,26-35,internet,1
4757,100543493,56+,phone,1
4758,935316847,56+,internet,1
4759,889969090,18-25,phone,1
4760,891655230,36-45,internet,1
4761,859844619,36-45,internet,1
4762,530336113,56+,internet,1
4763,784733111,56+,internet,1
4764,869504107,18-25,internet,1
4765,785504356,56+,phone,0
4766,374919716,26-35,phone,0
4767,291689575,18-25,internet,0
4768,810018674,56+,phone,0
4769,100095029,56+,internet,1
4770,365100311,36-45,internet,1
4771,334536050,56+,internet,1
4772,676611827,26-35,internet,1
4773,198819429,36-45,phone,0
4774,511045995,26-35,internet,0
4775,464015594,36-45,internet,1
4776,296489759,26-35,phone,0
4777,138565865,26-35,internet,0
4778,487173811,56+,phone,0
4779,137980947,46-55,phone,0
4780,438118432,56+,phone,1
4781,429086489,36-45,phone,1
4782,492388096,26-35,phone,0
4783,430321051,36-45,phone,1
4784,362702807,18-25,internet,1
4785,205437465,36-45,phone,1
4786,957987449,46-55,phone,1
4787,618790473,26-35,phone,0
4788,649493673,46-55,phone,1
4789,768464073,36-45,internet,1
4790,881258204,56+,phone,1
4791,301997716,56+,phone,0
4792,805448952,26-35,internet,1
4793,849250231,26-35,internet,1
4794,640065494,56+,internet,1
4795,133201051,36-45,phone,0
4796,414061147,36-45,phone,0
4797,311588483,36-45,internet,1
4798,208307292,26-35,internet,1
4799,775584740,36-45,phone,1
4800,728608119,26-35,internet,0
4801,590971424,18-25,phone,0
4802,211809018,46-55,phone,1
4803,629170534,56+,internet,1
4804,790542947,26-35,internet,1
4805,470305019,26-35,internet,0
4806,839995734,46-55,phone,1
4807,627082837,46-55,phone,1
4808,214340077,26-35,internet,0
4809,986454467,26-35,phone,1
4810,860934894,56+,phone,1
4811,918763139,56+,phone,0
4812,179112866,18-25,internet,0
4813,770202480,26-35,internet,0
4814,696970848,36-45,phone,0
4815,668494229,36-45,phone,1
4816,175973910,26-35,internet,0
4817,300320769,18-25,internet,1
4818,294885769,36-45,phone,0
4819,813623549,26-35,phone,1
4820,822633903,36-45,phone,0
4821,393722026,56+,phone,1
4822,645880174,46-55,phone,1
4823,655400448,56+,phone,0
4824,705069227,56+,phone,1
4825,411705184,46-55,phone,0
4826,434504321,26-35,internet,1
4827,225425368,26-35,phone,1
4828,911074744,26-35,internet,0
4829,438224349,26-35,internet,1
4830,490002918,18-25,internet,0
4831,230011349,46-55,phone,1
4832,503797753,56+,internet,1
4833,138890276,18-25,phone,1
4834,870559100,36-45,phone,0
4835,271365621,36-45,phone,0
4836,355227555,18-25,internet,1
4837,195822976,26-35,internet,1
4838,306952636,26-35,internet,1
4839,152180540,18-25,internet,1
4840,579216413,46-55,internet,0
4841,458063798,26-35,internet,0
4842,252877962,18-25,internet,0
4843,158211065,36-45,phone,0
4844,925342248,26-35,internet,0
4845,433144856,56+,phone,0
4846,232731798,26-35,internet,1
4847,808591655,18-25,internet,1
4848,789684786,56+,internet,1
4849,800774263,18-25,internet,0
4850,637981249,46-55,phone,0
4851,788779693,36-45,phone,1
4852,570440959,46-55,phone,0
4853,649021622,26-35,internet,0
4854,346567514,26-35,internet,1
4855,598576594,26-35,internet,0
4856,682253202,56+,phone,1
4857,532164942,46-55,internet,1
4858,433181495,18-25,internet,1
4859,753350673,36-45,phone,1
4860,809564569,26-35,internet,1
4861,109958113,56+,phone,0
4862,654430028,26-35,internet,1
4863,812179359,36-45,phone,1
4864,249290160,36-45,phone,0
4865,651933710,56+,internet,1
4866,278248605,46-55,phone,0
4867,925828870,18-25,internet,0
4868,734528123,26-35,internet,1
4869,954506079,18-25,internet,1
4870,986378108,56+,phone,1
4871,257624274,18-25,internet,1
4872,803108613,26-35,internet,0
4873,849907035,36-45,internet,0
4874,645393960,26-35,internet,1
4875,949331252,36-45,phone,0
4876,376622571,18-25,internet,0
4877,157140985,26-35,internet,1
4878,691736425,26-35,internet,1
4879,666848407,36-45,phone,1
4880,644422554,36-45,phone,1
4881,614024875,26-35,internet,1
4882,762232353,36-45,internet,0
4883,745026402,56+,phone,1
4884,371470410,36-45,internet,0
4885,642549732,36-45,phone,0
4886,577061552,46-55,phone,1
4887,274065442,56+,phone,1
4888,856336195,46-55,phone,1
4889,676230379,26-35,internet,1
4890,509957342,26-35,internet,0
4891,715558622,26-35,internet,0
4892,677152903,46-55,internet,1
4893,966344720,36-45,phone,1
4894,655349990,36-45,phone,1
4895,272846749,36-45,phone,1
4896,104183256,26-35,internet,1
4897,728579489,56+,internet,0
4898,416274723,36-45,phone,1
4899,561565262,46-55,internet,0
4900,325824740,56+,phone,0
4901,706806935,26-35,internet,1
4902,810764351,46-55,phone,1
4903,116162419,26-35,internet,1
4904,594357983,26-35,internet,1
4905,916402582,56+,phone,1
4906,119349162,46-55,internet,1
4907,205952458,36-45,phone,1
4908,100321617,46-55,phone,0
4909,261274473,46-55,phone,0
4910,189084804,56+,phone,0
4911,385476766,18-25,phone,0
4912,478191590,46-55,phone,1
4913,293910149,18-25,phone,0
4914,637408626,18-25,internet,0
4915,733651094,26-35,internet,0
4916,646196764,46-55,phone,1
4917,442290146,26-35,internet,0
4918,327096973,36-45,phone,0
4919,236940295,36-45,phone,1
4920,886448192,56+,internet,1
4921,734157114,26-35,internet,0
4922,686019978,26-35,internet,1
4923,148555996,26-35,phone,0
4924,178422473,46-55,phone,0
4925,530661410,36-45,phone,0
4926,834528416,56+,internet,0
4927,204429317,26-35,internet,0
4928,298097708,56+,phone,1
4929,845331437,36-45,internet,1
4930,544420327,26-35,internet,0
4931,612937251,26-35,internet,1
4932,583130626,26-35,internet,1
4933,803538537,46-55,internet,1
4934,707486762,26-35,internet,1
4935,825009298,36-45,internet,1
4936,694702072,26-35,internet,0
4937,120316840,26-35,internet,1
4938,994066898,26-35,internet,0
4939,361418696,18-25,internet,0
4940,175070693,46-55,phone,0
4941,246346358,36-45,phone,1
4942,290977035,26-35,internet,1
4943,803062510,18-25,internet,1
4944,767356510,26-35,phone,0
4945,197539770,26-35,internet,1
4946,234130123,46-55,phone,0
4947,780394735,46-55,phone,1
4948,357501250,26-35,internet,1
4949,256723240,26-35,internet,1
4950,738888423,56+,phone,1
4951,149090691,26-35,internet,0
4952,369563750,36-45,phone,1
4953,448389500,46-55,internet,1
4954,229269143,26-35,internet,0
4955,581453429,56+,phone,1
4956,572259912,46-55,phone,0
4957,368347671,26-35,internet,1
4958,546151925,36-45,phone,0
4959,550994611,56+,phone,0
4960,492159708,46-55,phone,0
4961,876243057,36-45,phone,1
4962,679057929,36-45,phone,0
4963,601571452,56+,phone,1
4964,607049730,26-35,internet,0
4965,766265459,18-25,internet,0
4966,721643392,46-55,phone,0
4967,586839653,56+,phone,1
4968,280344927,18-25,internet,0
4969,601757952,46-55,internet,1
4970,102248663,56+,internet,1
4971,118859117,26-35,phone,1
4972,375298235,36-45,internet,1
4973,707372023,56+,phone,1
4974,113632581,18-25,internet,0
4975,492826902,56+,phone,0
4976,117947245,56+,phone,1
4977,530147576,26-35,internet,1
4978,310223703,36-45,phone,0
4979,852058239,46-55,phone,1
4980,622162740,46-55,phone,1
4981,982123820,18-25,internet,1
4982,788191137,56+,phone,1
4983,921164256,46-55,phone,0
4984,106965785,26-35,internet,1
4985,540247610,46-55,phone,0
4986,957018091,26-35,internet,1
4987,893333886,36-45,internet,0
4988,264598428,46-55,phone,1
4989,294217858,26-35,internet,1
4990,758184285,36-45,internet,1
4991,346371837,56+,phone,1
4992,392592274,26-35,phone,1
4993,659749527,46-55,phone,0
4994,574132688,46-55,phone,1
4995,990642868,26-35,internet,1
4996,228868102,18-25,phone,1
4997,549327224,18-25,internet,1
4998,801092487,26-35,internet,0
4999,475177595,46-55,phone,0
5000,829871812,56+,internet,0
5001,245498692,26-35,internet,1
5002,330894043,18-25,internet,0
5003,593378992,26-35,internet,0
5004,977795093,26-35,internet,1
5005,169153672,36-45,phone,1
5006,152667654,26-35,internet,1
5007,349553185,36-45,phone,1
5008,755477178,26-35,internet,0
5009,366482472,26-35,internet,0
5010,150770196,46-55,phone,1
5011,739855588,26-35,internet,0
5012,900786163,36-45,internet,0
5013,785011779,26-35,internet,0
5014,108150613,26-35,internet,1
5015,725120396,56+,phone,1
5016,669404496,56+,phone,0
5017,188397431,26-35,internet,1
5018,422590873,46-55,phone,0
5019,291881682,36-45,internet,0
5020,347749793,56+,phone,1
5021,277417189,46-55,phone,1
5022,769388731,18-25,internet,0
5023,576564626,36-45,phone,1
5024,537584372,26-35,internet,0
5025,676979940,46-55,phone,0
5026,206607505,26-35,phone,0
5027,663709679,26-35,internet,0
5028,498218042,26-35,phone,0
5029,903136264,36-45,phone,1
5030,819862751,46-55,internet,1
5031,901395085,36-45,internet,1
5032,841529531,46-55,phone,0
5033,334600300,46-55,phone,0
5034,877576301,36-45,phone,1
5035,522993683,36-45,phone,0
5036,509768363,56+,phone,0
5037,635902184,26-35,internet,1
5038,973883923,36-45,phone,1
5039,309252527,18-25,internet,0
5040,529948600,26-35,internet,1
5041,434408584,26-35,internet,1
5042,868209696,36-45,internet,0
5043,204713276,36-45,phone,1
5044,464021065,56+,phone,1
5045,942702484,26-35,internet,0
5046,457892748,36-45,phone,1
5047,699962315,36-45,phone,0
5048,942568813,26-35,internet,0
5049,453324130,18-25,internet,0
5050,154372235,56+,internet,1
5051,589674433,26-35,internet,1
5052,317662791,26-35,internet,0
5053,796099955,26-35,internet,1
5054,687511113,36-45,phone,0
5055,249699163,26-35,internet,0
5056,711089577,46-55,phone,0
5057,881650381,46-55,phone,0
5058,632225381,36-45,phone,1
5059,970390172,26-35,internet,0
5060,465561453,56+,phone,0
5061,228904908,36-45,phone,0
5062,983958865,26-35,internet,1
5063,294027610,26-35,internet,0
5064,942152163,46-55,phone,1
5065,547279403,36-45,internet,0
5066,355412799,36-45,phone,1
5067,113361401,26-35,phone,0
5068,422873458,36-45,phone,0
5069,723781303,26-35,phone,1
5070,648331424,36-45,phone,0
5071,954968983,36-45,phone,1
5072,741563100,36-45,phone,0
5073,748197092,46-55,phone,0
5074,718167753,36-45,internet,0
5075,625857221,26-35,internet,1
5076,556211640,56+,phone,0
5077,533738473,46-55,phone,1
5078,940315561,26-35,internet,0
5079,575690840,36-45,phone,1
5080,613389823,26-35,phone,1
5081,261052374,36-45,phone,1
5082,169804594,36-45,phone,1
5083,264432262,36-45,internet,1
5084,470109471,18-25,internet,1
5085,934885724,26-35,phone,0
5086,794363914,56+,phone,0
5087,368266686,46-55,phone,0
5088,300764856,36-45,phone,1
5089,829084992,18-25,internet,1
5090,137254815,36-45,phone,1
5091,432173677,36-45,phone,1
5092,168393747,46-55,phone,0
5093,377709889,56+,phone,0
5094,563723944,26-35,internet,0
5095,539621574,36-45,phone,1
5096,658933418,36-45,internet,0
5097,929386317,56+,phone,1
5098,189490703,56+,internet,1
5099,863895469,46-55,phone,0
5100,549537257,26-35,internet,0
5101,106645059,18-25,internet,0
5102,308547668,56+,phone,0
5103,672290808,36-45,internet,1
5104,152421776,18-25,phone,1
5105,256304758,36-45,phone,1
5106,780843663,36-45,phone,1
5107,180302862,36-45,phone,1
5108,325191201,18-25,internet,1
5109,561376700,36-45,phone,1
5110,763190096,46-55,internet,1
5111,500140105,26-35,internet,1
5112,940035908,26-35,internet,1
5113,750611111,36-45,internet,1
5114,319237047,26-35,internet,1
5115,375901548,36-45,phone,1
5116,713953485,36-45,internet,0
5117,449644476,26-35,internet,0
5118,236509969,56+,internet,0
5119,427062210,26-35,internet,0
5120,830548611,26-35,phone,1
5121,368568950,36-45,phone,1
5122,166790529,18-25,internet,1
5123,270974218,56+,phone,0
5124,381073819,26-35,internet,1
5125,153717706,26-35,internet,1
5126,498787203,26-35,phone,1
5127,644291656,36-45,phone,1
5128,843452734,46-55,phone,0
5129,322836288,26-35,internet,1
5130,727909871,56+,phone,1
5131,696168107,36-45,phone,0
5132,217781044,26-35,internet,0
5133,571086518,36-45,phone,1
5134,207784425,46-55,phone,1
5135,835088980,26-35,phone,1
5136,374048627,46-55,internet,0
5137,827636454,36-45,phone,0
5138,663979753,36-45,internet,0
5139,950562402,18-25,internet,1
5140,959316279,46-55,phone,1
5141,178861756,46-55,phone,0
5142,674506340,56+,phone,1
5143,653005366,36-45,phone,1
5144,802715194,36-45,internet,0
5145,467516441,36-45,phone,1
5146,669995605,36-45,internet,0
5147,726675801,26-35,internet,0
5148,894480895,36-45,phone,1
5149,467110235,56+,internet,1
5150,140424687,36-45,internet,1
5151,817725418,18-25,phone,0
5152,326864531,26-35,internet,0
5153,238766695,26-35,internet,0
5154,951371128,36-45,phone,1
5155,999029186,36-45,phone,0
5156,455166534,36-45,internet,1
5157,899560009,36-45,phone,0
5158,177703963,46-55,phone,0
5159,247285329,26-35,internet,1
5160,322555849,36-45,phone,1
5161,153383759,18-25,internet,0
5162,769514126,26-35,internet,1
5163,469401754,36-45,phone,0
5164,572607951,18-25,internet,1
5165,882126266,46-55,internet,0
5166,699746941,18-25,phone,0
5167,938155598,26-35,internet,0
5168,661570640,26-35,internet,0
5169,940247563,36-45,internet,0
5170,897111985,46-55,phone,1
5171,949464782,18-25,internet,1
5172,877344499,26-35,internet,1
5173,448480122,36-45,internet,0
5174,728817721,26-35,internet,0
5175,470219947,36-45,phone,1
5176,522772807,26-35,internet,0
5177,205286439,26-35,internet,1
5178,639375745,36-45,phone,1
5179,449700495,18-25,internet,1
5180,466060733,36-45,internet,0
5181,619375496,36-45,phone,0
5182,345655660,26-35,phone,0
5183,633354976,26-35,phone,0
5184,770426601,56+,phone,1
5185,850690802,36-45,phone,1
5186,703319124,18-25,phone,0
5187,841653405,18-25,internet,0
5188,390399220,26-35,internet,0
5189,384393854,36-45,phone,0
5190,429919956,26-35,internet,1
5191,303180493,26-35,internet,1
5192,610258122,26-35,phone,0
5193,929866254,46-55,phone,1
5194,104946186,26-35,phone,0
5195,285474090,26-35,phone,1
5196,491340108,26-35,internet,1
5197,774984048,26-35,internet,1
5198,879847718,56+,phone,0
5199,249875178,18-25,internet,0
5200,506610473,36-45,internet,0
5201,807142236,26-35,internet,0
5202,866859914,26-35,internet,0
5203,491209223,26-35,internet,0
5204,187217294,36-45,phone,1
5205,639631198,18-25,phone,0
5206,932917648,46-55,phone,0
5207,148213607,36-45,internet,0
5208,498808789,46-55,phone,1
5209,480957629,46-55,phone,0
5210,583104807,18-25,internet,0
5211,490234512,26-35,phone,1
5212,542826517,46-55,phone,0
5213,278690211,46-55,internet,1
5214,680853953,26-35,internet,1
5215,997130948,26-35,internet,1
5216,103205463,56+,internet,1
5217,493854561,56+,internet,1
5218,980156918,18-25,internet,1
5219,216829736,26-35,internet,0
5220,311344401,26-35,internet,0
5221,223339440,26-35,phone,1
5222,133264461,36-45,phone,1
5223,440881324,18-25,internet,1
5224,618303590,36-45,internet,1
5225,631901570,46-55,internet,1
5226,355612196,36-45,phone,1
5227,501566296,36-45,phone,0
5228,900786040,36-45,phone,0
5229,648331233,36-45,phone,1
5230,152347117,18-25,internet,1
5231,600266956,46-55,phone,1
5232,577409736,36-45,phone,0
5233,883963778,26-35,internet,1
5234,858538825,26-35,internet,0
5235,790816858,26-35,phone,0
5236,828172778,36-45,phone,1
5237,414683026,46-55,phone,1
5238,622762697,26-35,internet,0
5239,917833497,36-45,phone,1
5240,775266669,26-35,internet,1
5241,813621195,26-35,internet,0
5242,670263165,18-25,internet,1
5243,669573111,46-55,internet,0
5244,238188208,36-45,phone,1
5245,145596509,26-35,phone,0
5246,673517528,18-25,internet,0
5247,838671106,18-25,phone,1
5248,634600624,36-45,phone,1
5249,736279765,46-55,internet,0
5250,125815045,36-45,internet,1
5251,928551811,26-35,internet,0
5252,902202530,18-25,internet,1
5253,971731874,18-25,internet,0
5254,443425856,18-25,internet,0
5255,535781000,26-35,phone,1
5256,579066746,18-25,internet,1
5257,740129853,26-35,internet,1
5258,484159605,36-45,phone,1
5259,425109879,46-55,phone,1
5260,921321292,56+,phone,1
5261,111178827,36-45,internet,0
5262,244718789,26-35,internet,0
5263,601323727,26-35,internet,1
5264,273060819,36-45,internet,0
5265,141596437,56+,phone,1
5266,613564939,36-45,internet,0
5267,180699065,46-55,phone,1
5268,264361107,36-45,phone,1
5269,118167172,36-45,phone,0
5270,550223166,56+,internet,1
5271,862142504,26-35,phone,0
5272,923869067,26-35,internet,0
5273,178017939,18-25,internet,1
5274,283717472,26-35,internet,1
5275,330993850,36-45,phone,1
5276,955346984,26-35,internet,0
5277,972477308,36-45,phone,0
5278,566169151,18-25,internet,1
5279,132172970,26-35,internet,1
5280,541669960,46-55,phone,0
5281,564115222,36-45,phone,0
5282,623137195,26-35,internet,0
5283,670198112,26-35,internet,0
5284,528629959,36-45,internet,1
5285,389551953,36-45,phone,1
5286,409729119,26-35,internet,0
5287,438188213,26-35,internet,0
5288,728729287,46-55,phone,1
5289,509118314,46-55,phone,0
5290,902168447,46-55,phone,0
5291,881949659,56+,internet,1
5292,264053217,18-25,internet,1
5293,564993945,26-35,internet,0
5294,933354554,46-55,phone,0
5295,456116956,46-55,phone,1
5296,611926229,26-35,phone,1
5297,346034382,26-35,internet,0
5298,710247468,36-45,internet,0
5299,319437509,18-25,internet,1
5300,414456468,18-25,phone,1
5301,451271011,46-55,internet,1
5302,317953898,36-45,phone,0
5303,730974255,36-45,phone,1
5304,351906515,36-45,phone,1
5305,670567824,46-55,phone,1
5306,836693844,26-35,internet,0
5307,908597764,56+,internet,1
5308,768415489,18-25,internet,0
5309,793482514,46-55,phone,1
5310,628464831,46-55,phone,0
5311,905469949,36-45,internet,1
5312,583797108,26-35,phone,0
5313,477689444,36-45,phone,0
5314,580297070,36-45,phone,1
5315,407727998,36-45,phone,0
5316,495107922,56+,phone,1
5317,768924458,26-35,phone,0
5318,368526655,26-35,internet,0
5319,991423855,36-45,phone,1
5320,678380300,26-35,internet,0
5321,870754028,36-45,phone,0
5322,994173020,46-55,phone,1
5323,709684112,46-55,phone,0
5324,811240513,18-25,internet,1
5325,558862483,26-35,internet,0
5326,901775750,18-25,internet,1
5327,880231028,36-45,phone,1
5328,307615501,56+,phone,0
5329,731532780,36-45,phone,0
5330,787687655,18-25,phone,0
5331,576529021,56+,phone,1
5332,552228643,56+,phone,1
5333,921339570,56+,phone,1
5334,547813716,56+,phone,0
5335,153091792,46-55,phone,0
5336,769702862,36-45,phone,0
5337,341278285,36-45,phone,0
5338,152759326,26-35,internet,0
5339,709327089,36-45,internet,0
5340,372473046,36-45,phone,0
5341,381381165,26-35,phone,1
5342,299649986,26-35,internet,1
5343,594246609,26-35,internet,0
5344,161969766,56+,phone,0
5345,736422950,26-35,phone,0
5346,325073608,46-55,phone,1
5347,136196336,36-45,phone,0
5348,589050753,26-35,internet,1
5349,995185637,36-45,phone,0
5350,779897686,26-35,internet,1
5351,212555611,18-25,internet,0
5352,877170219,56+,phone,1
5353,643015770,46-55,phone,1
5354,624899788,56+,phone,1
5355,657137444,46-55,internet,0
5356,218522247,18-25,internet,1
5357,601341984,36-45,phone,1
5358,649689252,26-35,internet,0
5359,210276140,56+,phone,0
5360,493067896,26-35,internet,1
5361,121267452,36-45,phone,1
5362,819665336,18-25,internet,0
5363,802526531,46-55,phone,1
5364,779511060,46-55,internet,1
5365,537128656,36-45,phone,1
5366,965409053,46-55,phone,0
5367,551017676,56+,phone,1
5368,483121735,36-45,phone,1
5369,561899053,18-25,internet,1
5370,511727979,46-55,phone,1
5371,847996723,36-45,phone,1
5372,664776454,56+,phone,0
5373,932635782,36-45,phone,0
5374,494583746,26-35,internet,0
5375,327967517,26-35,phone,0
5376,459285734,46-55,phone,1
5377,398839941,26-35,internet,0
5378,557702660,36-45,internet,0
5379,455271005,36-45,phone,0
5380,732475912,36-45,phone,0
5381,513125842,18-25,phone,0
5382,804902046,18-25,internet,0
5383,681717326,18-25,internet,0
5384,279027444,56+,phone,1
5385,176293195,36-45,phone,1
5386,259582994,36-45,phone,1
5387,381522074,26-35,internet,0
5388,926772376,56+,internet,1
5389,696803881,26-35,internet,1
5390,771562419,26-35,internet,0
5391,792430112,26-35,internet,0
5392,719232790,36-45,phone,1
5393,899988788,46-55,phone,1
5394,490802987,18-25,internet,0
5395,635815614,26-35,internet,0
5396,492537931,26-35,internet,0
5397,404389847,18-25,phone,0
5398,450588737,36-45,phone,0
5399,628773398,18-25,internet,0
5400,999621072,26-35,internet,0
5401,578061302,26-35,internet,0
5402,771413836,26-35,internet,1
5403,369611139,56+,internet,0
5404,725398156,26-35,internet,1
5405,759990299,18-25,internet,1
5406,671690369,26-35,internet,1
5407,855998914,26-35,internet,0
5408,495997467,36-45,phone,1
5409,118758942,36-45,internet,1
5410,365099674,26-35,phone,0
5411,351764251,36-45,phone,1
5412,255840700,18-25,internet,0
5413,739843246,18-25,phone,0
5414,408896809,26-35,internet,0
5415,794904782,36-45,phone,0
5416,799160729,46-55,phone,1
5417,864655525,18-25,internet,1
5418,605112683,26-35,phone,1
5419,435662946,46-55,phone,0
5420,248835106,36-45,phone,1
5421,364827112,18-25,internet,1
5422,914238675,36-45,internet,0
5423,543196551,46-55,phone,1
5424,657858965,36-45,phone,0
5425,180819380,56+,phone,0
5426,563882104,26-35,internet,1
5427,657247160,46-55,phone,1
5428,385758911,36-45,phone,0
5429,872917781,26-35,internet,1
5430,646159166,26-35,internet,0
5431,947450096,56+,phone,1
5432,429686728,56+,internet,1
5433,888277032,36-45,internet,0
5434,856452850,26-35,internet,1
5435,912274786,46-55,phone,1
5436,653679556,26-35,internet,1
5437,346229309,36-45,phone,1
5438,861752711,26-35,internet,0
5439,186580410,56+,phone,1
5440,620639619,46-55,phone,0
5441,745368665,56+,phone,1
5442,207647380,36-45,phone,1
5443,322763185,26-35,phone,0
5444,265741110,26-35,phone,1
5445,959352634,56+,phone,1
5446,534972683,26-35,internet,1
5447,904630675,36-45,phone,1
5448,169942468,26-35,internet,0
5449,292711850,56+,internet,0
5450,989793685,26-35,internet,1
5451,394455623,26-35,internet,1
5452,863686208,46-55,phone,1
5453,887566926,18-25,internet,0
5454,425162375,26-35,internet,0
5455,668416054,56+,phone,0
5456,283422566,36-45,phone,0
5457,276786605,46-55,phone,1
5458,142761556,46-55,phone,1
5459,985786691,26-35,internet,1
5460,100425527,36-45,phone,1
5461,131477636,26-35,phone,0
5462,307520699,56+,phone,0
5463,564116488,26-35,internet,0
5464,739916571,36-45,internet,1
5465,747823062,26-35,internet,0
5466,896746343,26-35,phone,0
5467,859714512,56+,internet,0
5468,118348081,26-35,phone,0
5469,859760752,56+,internet,0
5470,378786266,18-25,internet,1
5471,270097995,26-35,phone,0
5472,317669793,46-55,phone,0
5473,723303465,18-25,internet,0
5474,883492272,18-25,internet,1
5475,373077177,36-45,phone,0
5476,320519809,18-25,internet,1
5477,703380781,26-35,internet,0
5478,403875063,26-35,internet,1
5479,690538314,18-25,internet,1
5480,576657029,36-45,phone,0
5481,966172775,56+,phone,1
5482,966475349,26-35,phone,1
5483,420737483,18-25,internet,0
5484,836025338,26-35,internet,0
5485,963107603,26-35,phone,1
5486,327566457,56+,phone,1
5487,173187210,36-45,phone,0
5488,467688338,56+,phone,0
5489,121651801,46-55,phone,1
5490,897910795,36-45,phone,1
5491,129811803,46-55,phone,0
5492,378656671,26-35,internet,0
5493,117775508,36-45,phone,1
5494,867173487,18-25,internet,1
5495,207625904,46-55,phone,0
5496,927285413,26-35,internet,0
5497,426111881,36-45,phone,0
5498,437876982,26-35,internet,0
5499,681984480,56+,phone,1
5500,745831726,56+,internet,1
5501,422787789,36-45,phone,1
5502,146709828,56+,phone,1
5503,232669804,46-55,phone,0
5504,894420820,46-55,phone,1
5505,460852851,36-45,internet,0
5506,731689616,26-35,phone,1
5507,384585310,26-35,internet,0
5508,245756814,46-55,phone,0
5509,696452460,46-55,phone,0
5510,346574558,36-45,internet,0
5511,971511484,26-35,internet,0
5512,459337254,26-35,internet,0
5513,600421812,36-45,phone,1
5514,559114341,46-55,phone,0
5515,271702414,18-25,internet,0
5516,941682691,46-55,phone,1
5517,184233411,26-35,internet,1
5518,865389127,26-35,phone,1
5519,240674465,26-35,internet,0
5520,507756152,26-35,internet,0
5521,195223281,56+,phone,0
5522,700455818,56+,phone,1
5523,162061125,26-35,internet,1
5524,750786138,26-35,internet,1
5525,135987755,36-45,phone,0
5526,756310893,18-25,internet,0
5527,470486560,26-35,internet,1
5528,263628741,36-45,phone,0
5529,600611939,36-45,internet,0
5530,175269398,46-55,phone,0
5531,726523419,18-25,internet,0
5532,393876773,36-45,internet,1
5533,973793191,26-35,internet,0
